,Title
842,North Korea doubles cyber war personnel: report - Australia Network News - ABC News (Australian Broadcasting Corporation)
843,Miniduke is back: Nemesis Gemina and the Botgen Studio - Securelist
844,App permissions? Pah! Rogue Android soft can 'place phone calls at will' • The Register
845,CVE-2013-6272 com.android.phone - Cureblog
846,Endpoint Security Software | SentinelOne
847,CVE-2014-N/A com.android.contacts - Cureblog
848,HackRead | Latest Cyber Crime - InfoSec- Tech - Hacking News
849,Cisco Patches Hardcoded SSH Key Vulnerability in UCM | Threatpost | The first stop for security news
850,Order restored to universe as Microsoft surrenders confiscated No-IP domains | Ars Technica
851,All Seized Domains Returned to No-IP | Threatpost | The first stop for security news
852,Google gently tells users to blame ISPs for poor YouTube performance - The Verge
853,"Manic malware Mayhem spreads through Linux, FreeBSD web servers • The Register"
854,"Mayhem malware ropes Linux, UNIX servers into botnets - Help Net Security"
855,Exclusive: Russian Hackers Target The Pentagon
856,Google Video Quality Report
857,Hacked Israel Defence Force Twitter account spruiks nuke leak fears • The Register
858,Chinese cyberspies have hacked Middle East experts at major U.S. think tanks - The Washington Post
859,Deep in Thought: Chinese Targeting of National Security Think Tanks »
860,"Facebook kills 'Lecpetex' botnet, which hit 250,000 computers | CSO Online"
861,"US nabs a hacker in the Maldives, but Russia sees it as “kidnapping” | Ars Technica"
862,Feds Charge Carding Kingpin in Retail Hacks — Krebs on Security
863,Moscow accuses United States of 'kidnapping' Russian hacker
864,Russian Arrested in Guam on Array of U.S. Hacking Charges - The New York Times
865,Risks of selling used smartphones - Help Net Security
866,Tens of thousands of Americans sell themselves online every day
867,Cell phone warning: Deleted personal information often left behind - Local News - 13 WTHR Indianapolis
868,How to Deter Smartphone Thefts and Protect Your Data
869,Crypto certificates impersonating Google and Yahoo pose threat to Windows users | Ars Technica
870,Apple: iCloud data of Chinese users will be stored in China Telecom servers : TECH : Tech Times
871,Apple Adds State-Controlled China Telecom as Data Center Provider - Digits - WSJ
872,Apple to Add Data Storage in China and Prohibit Two Chemicals - The New York Times
873,FAKE Google web SSL certificates tip-toe out from Indian authorities • The Register
874,"FireEye patches OS, torpedos Exploit-DB disclosure • The Register"
875,Chinese Hackers Pursue Key Data on U.S. Workers - The New York Times
876,Shipping companies' computers compromised by malware-infected Chinese scanners | CSO Online
877,Exploit Kit Dropped Through Akamai Content Delivery Network
878,International Authorities Take Down Shylock Banking Malware | Threatpost | The first stop for security news
879,Crooks Seek Revival of ‘Gameover Zeus’ Botnet — Krebs on Security
880,GameOver Zeus Botnet Disrupted — FBI
881,US charges Chinese executive with hacking military data - CNET
882,"Chinese businessman charged with hacking Boeing, Lockheed Martin | Ars Technica"
883,FBI: We found US MILITARY AIRCRAFT INTEL during raid on alleged Chinese hacker • The Register
884,Chinese Businessman Is Charged in Plot to Steal U.S. Military Data - The New York Times
885,Beware Keyloggers at Hotel Business Centers — Krebs on Security
886,Five Year Old Phishing Campaign Unveiled | Threatpost | The first stop for security news
887,“Severe” password manager attacks steal digital keys and data en masse | Ars Technica
888,Popular password protection programs p0wnable • The Register
889,Tor anonymity service compromised by unknown attackers | The Independent
890,Internet privacy service Tor warns users it was attacked
891,Tor hidden services attacks deanonymize users | Threatpost | The first stop for security news
892,Russian Government Asks Apple to Hand Over iOS and Mac Source Code
893,LastPass Fixes a Pair of Security Flaws | Threatpost | The first stop for security news
894,New banking malware 'Kronos' advertised on underground forums | CSO Online
895,'Father of Zeus' banking trojan appears at very reasonable price • The Register
896,CryptoLocker's delivery platform remains operational | CSO Online
897,How to Teach Humans to Remember Really Complex Passwords | WIRED
898,Yahoo Disables Email Auto-Forwarding; Making It Harder for Users to Move On
899,Google created a team to stop the worst attacks on the internet - The Verge
900,"Russia to SAP, Apple: Hand over source code to prove you're not spies • The Register"
901,Checking In From Home Leaves Entry for Hackers - The New York Times
902,Hackers exploit remote access to enter systems | Business | Dallas News
903,Attackers exploit remote access tools to compromise retail systems | CSO Online
904,Project Zero - A Team of Star-Hackers Hired by Google to Protect the Internet
905,"Meet 'Project Zero,' Google's Secret Team of Bug-Hunting Hackers | WIRED"
906,PittyTiger APT group sells its services to companies - Help Net Security
907,"CNET attacked by Russian hackers, user database stolen - Help Net Security"
908,Cloud computing services could be subject to extra data protection checks in Europe | PCWorld
909,IBM News room - 2014-07-15 Apple and IBM Forge Global Partnership to Transform Enterprise Mobility - United States
910,Apple and IBM Team Up to Push iOS in the Enterprise - Recode
911,Skiddies turn Amazon cloud into 'crime-as-a-service' – security bod • The Register
912,NTT Security - Technical
913,Why the Market Yawned When Yahoo Was Hacked - WSJ
914,Hackers exploit ‘guest user’ account of software that allows remote operation - The Washington Post
915,Large-Scale DDoS Attacks Continue to Spike | Threatpost | The first stop for security news
916,"Own a Cisco modem or wireless gateway? It might be owned by someone else, too • The Register"
917,Multiple Cisco Wireless Gateways Vulnerable to Remote Attacks
918,Hamas and Israel step up cyber battle for hearts and minds - BBC News
919,Hamas hacks Israeli TV sat channel to broadcast pics of Gaza wounded • The Register
920,City CIOs Battle Surge of Politically Motivated Cyberattacks - CIO Journal. - WSJ
921,NASDAQ IT security spend: $1bn. Finding mystery malware on its servers: Priceless • The Register
922,"New Pushdo Malware Hacks 11,000 Computers in Just 24 Hours"
923,Pushdo Trojan outbreak: 11 THOUSAND systems infected in just 24 hours • The Register
924,New Pushdo Variant Surfaces – Bitdefender Labs
925,"#OpSaveGaza: Anonymous Takes Down 1,000 Israeli Government and Business Websites"
926,Government-grade malware used for ransomware attacks - Help Net Security
927,Government-grade code found in criminal malware | CSO Online
928,Tridium’s Niagara Framework: Marvel of connectivity illustrates new cyber risks - The Washington Post
929,Sharron Laverne Parrish Jr. Charged With Apple Credit Card Scam - Business Insider
930,Unpatched OpenSSL holes found on Siemens ICSs - Help Net Security
931,Are endpoints the most vulnerable part of the network? - Help Net Security
932,"Endpoints Are Woefully Insecure, But There's No Budget to Fix It - Infosecurity Magazine"
933,EFF asks you to share your internet to improve security worldwide | ZDNet
934,Insulin Pump Security Flaws Could Be Used to Set Off Hypoglycemic Reactions
935,CryptoWall ransom malware struck US brokerage Benjamin F. Edwards & Co | CSO Online
936,"HIDDEN packet sniffer spy tech in MILLIONS of iPhones, iPads – expert • The Register"
937,Black Hat anti-Tor talk smashed by lawyers' wrecking ball • The Register
938,WhatsApp profile picture: a risky feature?Security Affairs
939,Anonymous Group Takes Down Mossad's Website Over Gaza Conflict
940,Community Health says data stolen in cyber attack from China
941,Investigators: We Don’t Know Why China Hacked Hospitals - Digits - WSJ
942,Personal info of 4.5 million patients stolen in US hospital group breach - Help Net Security
943,Reactions to the massive breach at Community Health Systems - Help Net Security
944,"Students hack Tesla Model S, make all its doors pop open IN MOTION • The Register"
945,Dell becomes the largest ecommerce merchant to accept Bitcoin - SiliconANGLE
946,Airlines Suspend Flights to Israel After Hamas Rocket Falls Near Main Airport - The New York Times
947,"Hacker claims breach of Wall Street Journal and Vice websites, punts 'user data' for sale • The Register"
948,DDoS and Geopolitics – Attack analysis in the context of the Israeli-Hamas conflict
949,New website aims to publicly shame apps with lax security (UPDATED) | Ars Technica
950,HTTP Shaming
951,SQL injection flaw in Wall Street Journal database led to breach - PC World Australia
952,Hacker worms his way into WSJ computer systems | ZDNet
953,Wall Street Journal's Facebook Page Hacked With Fake Post About Air Force One Crash (TWEETS)
954,WSJ's Facebook Page Hacked With Fake Air Force One News
955,Russian hackers reportedly breached the House of Representatives' email system - The Verge
956,"Todd Park To Exit Federal CTO Role, Says Fortune - InformationWeek"
957,U.S. Air Force Aiming to Raise Cyber Awareness on Networks with MAMA | Threatpost | The first stop for security news
958,A cyber war staged in central London | Ars Technica
959,StubHub Victim of Massive International Cyber Fraud Ring | Fox Business
960,"Report: Cybertheft hits more than 1,000 StubHub accounts - The Washington Post"
961,StubHub Says It Was A Victim Of Massive Cyber Fraud | HuffPost
962,Nigerian Scammers Adopting More Sophisticated Attacks | PCMag.com
963,Is Apple's security honeymoon on OS X ending? | Network World
964,Fake Flash Player steals credit card information - Help Net Security
965,New Unblockable Mechanism Found Tracking Users | Threatpost | The first stop for security news
966,FAA Lifts Ban on Flights to Israel
967,Seven arrests made in $1.6 million StubHub cyberfraud case
968,"50,000 Websites Hacked Through MailPoet WordPress Plugin Vulnerability"
969,"Mass exploit of WordPress plugin backdoors sites running Joomla, Magento, too | Ars Technica"
970,How Thieves Can Hack and Disable Your Home Alarm System | WIRED
971,9/11 Commission report authors warn nation of cyberattack threats - The Washington Post
972,9/11 Commission: 'Terrorism is not going away' - CNNPolitics
973,"ECB says website hacked, no sensitive data affected"
974,Firm says vulnerability in Tails contained in I2P component | CSO Online
975,Researchers Demonstrate Zero-Day Vulnerabilities in Tails Operating System
976,Fake Googlebots Used for Layer 7 DDoS Attacks
977,Phony Googlebots Becoming a Real DDoS Attack Tool | Threatpost | The first stop for security news
978,CIA Director’s Personal Email Allegedly Hacked - WSJ
979,"DHS contractor suffers major computer breach, officials say - The Washington Post"
980,Student arrested for attacking the online resources of major Russian banks | Russian Legal Information Agency (RAPSI).
981,US launched massive Stuxnet cyber attack on North Korea that bombed
982,U.S. app to help emergency responders communicate in crisis
983,Security must evolve to be ‘all about the data’ | CSO Online
984,Sony tries to make PlayStation Network hack row go away with $15m in cash and games • The Register
985,The App I Used to Break Into My Neighbor's Home | WIRED
986,"Target sent victims to Experian, which has sold your data to criminals - Jul. 25, 2014"
987,14 antivirus apps found to have security problems • The Register
988,AV engines are riddled with exploitable bugs - Help Net Security
989,Israel's Iron Dome missile tech stolen by Chinese hackers • The Register
990,Chinese Hackers Stole Blueprints of Israel's Iron Dome Missile Defense System
991,Israeli Defense Firms Hacked For 10-Month Span | Threatpost | The first stop for security news
992,Hackers Plundered Israeli Defense Firms that Built ‘Iron Dome’ Missile Defense System — Krebs on Security
993,Service Drains Competitors’ Online Ad Budget — Krebs on Security
994,SymantecVoice: The 2014 Internet Security Threat Report: Year Of The Mega Data Breach
995,Malware gets your Android blabbering to HACKERS • The Register
996,The 25th anniversary of the firewall: Celebrating a new generation - Help Net Security
997,Infographic: 25 years of the firewall - Help Net Security
998,McAfee Next Generation Firewall and McAfee Firewall Enterprise | McAfee Products
999,Espionage programs linked to spying on former Soviet targets | Ars Technica
